href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=111,english50,female,"['dakota,', 'usa']","english
(eng)","['french', '']","['29,', 'female', '']",0.0,naturalistic,usa,29.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=112,english51,male,"['michigan,', 'usa']","english
(eng)","['italian', '']","['67,', 'male', '']",0.0,naturalistic,usa,67.0,67.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=113,english52,male,"['alberta,', 'canada']","english
(eng)",['none'],"['20,', 'male', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=114,english53,male,"['york,', 'usa']","english
(eng)",['none'],"['63,', 'male', '']",0.0,naturalistic,usa,63.0,63.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=115,english54,female,"['indiana,', 'usa']","english
(eng)",['none'],"['40,', 'female', '']",0.0,naturalistic,usa,40.0,40.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=116,english55,female,"['missouri,', 'usa']","english
(eng)",['none'],"['53,', 'female', '']",0.0,naturalistic,usa,53.0,53.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=120,english59,male,"['ohio,', 'usa']","english
(eng)","['greek', 'german', '']","['30,', 'male', '']",0.0,naturalistic,usa,30.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=122,english60,male,"['virginia,', 'usa']","english
(eng)",['none'],"['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=124,english62,male,"['utah,', 'usa']","english
(eng)",['none'],"['30,', 'male', '']",0.0,naturalistic,usa,30.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=125,english63,male,"['texas,', 'usa']","english
(eng)","['spanish', '']","['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=127,english65,male,"['pennsylvania,', 'usa']","english
(eng)",['none'],"['47,', 'male', '']",0.0,naturalistic,usa,47.0,47.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=128,english66,male,"['maryland,', 'usa']","english
(eng)",['none'],"['19,', 'male', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=129,english67,male,"['indiana,', 'usa']","english
(eng)","['french', '']","['37,', 'male', '']",0.0,naturalistic,usa,37.0,37.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=130,english68,male,"['york,', 'usa']","english
(eng)",['none'],"['52,', 'male', '']",0.0,naturalistic,usa,52.0,52.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=133,english70,male,"['texas,', 'usa']","english
(eng)",['none'],"['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=134,english71,male,"['california,', 'usa']","english
(eng)",['none'],"['20,', 'male', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=137,english74,male,"['kansas,', 'usa']","english
(eng)","['spanish', '']","['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=138,english75,male,"['idaho,', 'usa']","english
(eng)",['none'],"['32,', 'male', '']",0.0,naturalistic,usa,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=139,english76,female,"['massachusetts,', 'usa']","english
(eng)","['french', 'spanish', 'hebrew', '']","['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=141,english78,female,"['maine,', 'usa']","english
(eng)","['french', '']","['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=142,english79,male,"['massachusetts,', 'usa']","english
(eng)",['none'],"['73,', 'male', '']",0.0,naturalistic,usa,73.0,73.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=145,english81,male,"['minnesota,', 'usa']","english
(eng)","['spanish', '']","['30,', 'male', '']",0.0,naturalistic,usa,30.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=146,english82,female,"['illinois,', 'usa']","english
(eng)",['none'],"['50,', 'female', '']",0.0,naturalistic,usa,50.0,50.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=147,english83,female,"['louisiana,', 'usa']","english
(eng)","['french', '']","['42,', 'female', '']",0.0,naturalistic,usa,42.0,42.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=150,english86,male,"['carolina,', 'usa']","english
(eng)","['spanish', '']","['50,', 'male', '']",0.0,naturalistic,usa,50.0,50.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=152,english88,male,"['michigan,', 'usa']","english
(eng)",['none'],"['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=153,english89,male,"['massachusetts,', 'usa']","english
(eng)","['spanish', '']","['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=155,english90,male,"['pennsylvania,', 'usa']","english
(eng)",['none'],"['53,', 'male', '']",0.0,naturalistic,usa,53.0,53.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=157,english92,female,"['wisconsin,', 'usa']","english
(eng)",['none'],"['22,', 'female', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=158,english93,female,"['louisiana,', 'usa']","english
(eng)",['none'],"['22,', 'female', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=159,english94,female,"['florida,', 'usa']","english
(eng)",['none'],"['55,', 'female', '']",0.0,naturalistic,usa,55.0,55.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=160,english95,male,"['indiana,', 'usa']","english
(eng)",['none'],"['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=161,english96,male,"['jersey,', 'usa']","english
(eng)","['russian', '']","['31,', 'male', '']",0.0,naturalistic,usa,31.0,31.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=162,english97,male,"['carolina,', 'usa']","english
(eng)","['spanish', '']","['42,', 'male', '']",0.0,naturalistic,usa,42.0,42.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=163,english98,male,"['washington,', 'usa']","english
(eng)","['spanish', '']","['22,', 'male', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=164,english99,female,"['pennsylvania,', 'usa']","english
(eng)","['french', 'spanish', '']","['52,', 'female', '']",0.0,naturalistic,usa,52.0,52.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=63,english100,female,"['florida,', 'usa']","english
(eng)",['none'],"['23,', 'female', '']",0.0,naturalistic,usa,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=65,english102,male,"['connecticut,', 'usa']","english
(eng)",['none'],"['22,', 'male', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=66,english103,male,"['york,', 'usa']","english
(eng)","['german', '']","['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=67,english104,female,"['ohio,', 'usa']","english
(eng)","['spanish', '']","['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=408,english106,female,"['california,', 'usa']","english
(eng)","['spanish', '']","['39,', 'female', '']",0.0,naturalistic,usa,39.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=416,english107,male,"['illinois,', 'usa']","english
(eng)","['spanish', '']","['19,', 'male', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=420,english109,female,"['hampshire,', 'usa']","english
(eng)","['irish', '']","['26,', 'female', '']",0.0,naturalistic,usa,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=426,english111,male,"['bombay,', 'india']","english
(eng)","['hindi-urdu', 'french', '']","['21,', 'male', '']",0.0,naturalistic,usa,4.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=442,english114,female,"['alabama,', 'usa']","english
(eng)",['none'],"['38,', 'female', '']",0.0,naturalistic,usa,38.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=444,english116,male,"['georgia,', 'usa']","english
(eng)",['none'],"['56,', 'male', '']",0.0,naturalistic,usa,56.0,56.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=445,english117,female,"['alabama,', 'usa']","english
(eng)",['none'],"['60,', 'female', '']",0.0,naturalistic,usa,60.0,60.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=446,english118,male,"['ohio,', 'usa']","english
(eng)",['none'],"['19,', 'male', '']",0.0,naturalistic,usa,17.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=465,english121,male,"['minnesota,', 'usa']","english
(eng)","['french', '']","['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=469,english123,female,"['california,', 'usa']","english
(eng)",['none'],"['28,', 'female', '']",0.0,naturalistic,usa,23.0,28.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=480,english124,male,"['york,', 'usa']","english
(eng)",['none'],"['38,', 'male', '']",0.0,naturalistic,usa,38.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=487,english126,female,"['ohio,', 'usa']","english
(eng)","['spanish', '']","['34,', 'female', '']",0.0,naturalistic,usa,34.0,34.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=489,english127,male,"['connecticut,', 'usa']","english
(eng)",['none'],"['39,', 'male', '']",0.0,naturalistic,usa,39.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=490,english128,female,"['florida,', 'usa']","english
(eng)","['french', '']","['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=497,english131,male,"['florida,', 'usa']","english
(eng)",['none'],"['23,', 'male', '']",0.0,naturalistic,usa,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=504,english133,female,"['york,', 'usa']","english
(eng)","['spanish', '']","['36,', 'female', '']",0.0,naturalistic,usa,36.0,36.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=507,english135,male,"['alabama,', 'usa']","english
(eng)",['none'],"['22,', 'male', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=509,english137,male,"['virginia,', 'usa']","english
(eng)","['japanese', '']","['26,', 'male', '']",0.0,naturalistic,usa,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=510,english138,female,"['alaska,', 'usa']","english
(eng)","['german', '']","['25,', 'female', '']",0.0,naturalistic,usa,25.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=511,english139,male,"['island,', 'usa']","english
(eng)",['none'],"['20,', 'male', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=517,english142,male,"['york,', 'usa']","english
(eng)","['french', '']","['19,', 'male', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=518,english143,male,"['minnesota,', 'usa']","english
(eng)","['french', '']","['42,', 'male', '']",0.0,naturalistic,usa,42.0,42.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=522,english146,male,"['arkansas,', 'usa']","english
(eng)","['spanish', '']","['22,', 'male', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=523,english147,female,"['california,', 'usa']","english
(eng)","['portuguese', '']","['40,', 'female', '']",0.0,naturalistic,usa,40.0,40.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=526,english149,male,"['georgia,', 'usa']","english
(eng)",['none'],"['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=527,english150,male,"['kentucky,', 'usa']","english
(eng)","['spanish', '']","['31,', 'male', '']",0.0,naturalistic,usa,31.0,31.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=528,english151,male,"['maryland,', 'usa']","english
(eng)","['spanish', '']","['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=535,english155,male,"['california,', 'usa']","english
(eng)",['none'],"['35,', 'male', '']",0.0,naturalistic,usa,35.0,35.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=538,english157,male,"['texas,', 'usa']","english
(eng)",['none'],"['35,', 'male', '']",0.0,naturalistic,usa,35.0,35.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=540,english158,female,"['columbia,', 'usa']","english
(eng)","['spanish', 'german', '']","['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=542,english160,female,"['minnesota,', 'usa']","english
(eng)",['none'],"['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=546,english161,female,"['ohio,', 'usa']","english
(eng)",['none'],"['75,', 'female', '']",0.0,naturalistic,usa,75.0,75.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=548,english162,female,"['ohio,', 'usa']","english
(eng)",['none'],"['41,', 'female', '']",0.0,naturalistic,usa,39.0,41.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=547,english163,male,"['ohio,', 'usa']","english
(eng)","['german', 'dutch', '']","['41,', 'male', '']",0.0,naturalistic,usa,39.0,41.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=550,english165,female,"['michigan,', 'usa']","english
(eng)","['french', 'spanish', 'german', '']","['43,', 'female', '']",0.0,naturalistic,usa,43.0,43.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=551,english166,male,"['pennsylvania,', 'usa']","english
(eng)","['spanish', '']","['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=552,english167,male,"['michigan,', 'usa']","english
(eng)","['spanish', '']","['43,', 'male', '']",0.0,naturalistic,usa,43.0,43.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=554,english168,male,"['california,', 'usa']","english
(eng)","['german', '']","['40,', 'male', '']",0.0,naturalistic,usa,25.0,40.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=555,english169,male,"['mississippi,', 'usa']","english
(eng)","['spanish', 'esperanto', '']","['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=556,english170,female,"['mississippi,', 'usa']","english
(eng)",['none'],"['50,', 'female', '']",0.0,naturalistic,usa,50.0,50.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=563,english171,male,"['missouri,', 'usa']","english
(eng)","['french', 'spanish', 'italian', '']","['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=567,english173,male,"['illinois,', 'usa']","english
(eng)",['none'],"['19,', 'male', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=572,english175,male,"['washington,', 'usa']","english
(eng)","['mandarin', '']","['24,', 'male', '']",0.0,naturalistic,usa,21.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=573,english176,female,"['carolina,', 'usa']","english
(eng)","['spanish', 'french', 'afrikaans', '']","['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=574,english177,female,"['louisiana,', 'usa']","english
(eng)",['none'],"['23,', 'female', '']",0.0,naturalistic,usa,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=583,english178,male,"['pennsylvania,', 'usa']","english
(eng)",['none'],"['30,', 'male', '']",0.0,naturalistic,usa,30.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=584,english179,male,"['dakota,', 'usa']","english
(eng)","['german', 'russian', '']","['57,', 'male', '']",0.0,naturalistic,usa,55.0,57.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=585,english180,male,"['island,', 'usa']","english
(eng)",['none'],"['20,', 'male', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=586,english181,male,"['pennsylvania,', 'usa']","english
(eng)",['none'],"['68,', 'male', '']",0.0,naturalistic,usa,68.0,68.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=590,english182,male,"['york,', 'usa']","english
(eng)","['italian', 'spanish', '']","['50,', 'male', '']",0.0,naturalistic,usa,50.0,50.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=595,english183,female,"['corriverton,', 'guyana']","english
(eng)","['hindi', '']","['55,', 'female', '']",0.0,naturalistic,usa,55.0,55.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=597,english184,female,"['oregon,', 'usa']","english
(eng)","['spanish', '']","['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=605,english186,female,"['alabama,', 'usa']","english
(eng)",['none'],"['39,', 'female', '']",0.0,naturalistic,usa,39.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=606,english187,female,"['iowa,', 'usa']","english
(eng)",['none'],"['42,', 'female', '']",0.0,naturalistic,usa,42.0,42.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=617,english189,male,"['dakota,', 'usa']","english
(eng)",['none'],"['19,', 'male', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=618,english190,male,"['illinois,', 'usa']","english
(eng)","['spanish', 'koine', 'greek', '']","['27,', 'male', '']",0.0,naturalistic,usa,28.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=631,english191,male,"['mexico,', 'usa']","english
(eng)","['mandarin', 'russian', 'german', '']","['19,', 'male', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=636,english192,female,"['michigan,', 'usa']","english
(eng)",['none'],"['27,', 'female', '']",0.0,naturalistic,usa,27.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=637,english193,male,"['hawaii,', 'usa']","english
(eng)",['none'],"['32,', 'male', '']",0.0,naturalistic,usa,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=639,english195,female,"['wisconsin,', 'usa']","english
(eng)","['french', 'russian', 'german', 'norwegian', '']","['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=654,english196,female,"['suva,', 'fiji']","english
(eng)","['fijian', 'hindi', 'french', '']","['50,', 'female', '']",0.0,naturalistic,usa,50.0,50.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=662,english197,male,"['iowa,', 'usa']","english
(eng)",['none'],"['22,', 'male', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=663,english198,male,"['columbia,', 'usa']","english
(eng)",['none'],"['56,', 'male', '']",0.0,naturalistic,usa,56.0,56.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=664,english199,male,"['york,', 'usa']","english
(eng)",['none'],"['25,', 'male', '']",0.0,naturalistic,usa,25.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=667,english200,female,"['california,', 'usa']","english
(eng)","['spanish', '']","['22,', 'female', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=668,english201,female,"['michigan,', 'usa']","english
(eng)","['polish', '']","['26,', 'female', '']",0.0,naturalistic,usa,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=673,english202,male,"['maryland,', 'usa']","english
(eng)","['esperanto', '']","['19,', 'male', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=674,english203,female,"['massachusetts,', 'usa']","english
(eng)","['german', 'french', '']","['63,', 'female', '']",0.0,naturalistic,usa,31.0,63.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=678,english204,male,"['illinois,', 'usa']","english
(eng)","['french', 'german', '']","['53,', 'male', '']",0.0,naturalistic,usa,49.0,53.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=679,english205,female,"['minnesota,', 'usa']","english
(eng)",['none'],"['45,', 'female', '']",0.0,naturalistic,usa,45.0,45.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=684,english207,female,"['pennsylvania,', 'usa']","english
(eng)","['spanish', '']","['23,', 'female', '']",0.0,naturalistic,usa,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=695,english208,male,"['dc,', 'usa']","english
(eng)",['none'],"['46,', 'male', '']",0.0,naturalistic,usa,29.0,46.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=702,english209,female,"['and', 'barbuda']","english
(eng)","['antigua', 'and', 'barbuda', 'creole', 'english', 'french', '']","['28,', 'female', '']",0.0,naturalistic,usa,28.0,28.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=720,english211,male,"['massachusetts,', 'usa']","english
(eng)",['none'],"['30,', 'male', '']",0.0,naturalistic,usa,30.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=729,english212,male,"['carolina,', 'usa']","english
(eng)",['none'],"['24,', 'male', '']",0.0,naturalistic,usa,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=734,english213,male,"['kansas,', 'usa']","english
(eng)",['none'],"['38,', 'male', '']",0.0,naturalistic,usa,38.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=737,english214,male,"['carolina,', 'usa']","english
(eng)","['spanish', '']","['26,', 'male', '']",0.0,naturalistic,usa,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=738,english215,male,"['warwickshire,', 'uk']","english
(eng)","['spanish', 'italian', 'yiddish', '']","['20,', 'male', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=739,english216,female,"['illinois,', 'usa']","english
(eng)","['spanish', '']","['48,', 'female', '']",0.0,naturalistic,usa,48.0,48.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=740,english217,male,"['middlesex,', 'uk']","english
(eng)","['french', 'german', 'spanish', 'italian', 'japanese', '']","['66,', 'male', '']",0.0,naturalistic,usa,66.0,66.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=747,english218,female,"['virginia,', 'usa']","english
(eng)","['latin', 'spanish', '']","['27,', 'female', '']",0.0,naturalistic,usa,27.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=748,english219,female,"['california,', 'usa']","english
(eng)","['spanish', '']","['38,', 'female', '']",0.0,naturalistic,usa,38.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=749,english220,female,"['california,', 'usa']","english
(eng)",['none'],"['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=754,english221,male,"['london,', 'uk']","english
(eng)","['yoruba', '']","['45,', 'male', '']",0.0,naturalistic,usa,45.0,45.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=764,english222,female,"['indiana,', 'usa']","english
(eng)",['none'],"['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=767,english223,male,"['pennsylvania,', 'usa']","english
(eng)",['none'],"['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=771,english225,male,"['scotland,', 'uk']","english
(eng)","['italian', '']","['50,', 'male', '']",0.0,naturalistic,usa,50.0,50.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=772,english226,male,"['surrey,', 'uk']","english
(eng)",['none'],"['38,', 'male', '']",0.0,naturalistic,usa,38.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=773,english227,female,"['surrey,', 'uk']","english
(eng)",['none'],"['42,', 'female', '']",0.0,naturalistic,usa,42.0,42.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=774,english228,female,"['scotland,', 'uk']","english
(eng)","['french', 'german', 'krio', '']","['59,', 'female', '']",0.0,naturalistic,usa,59.0,59.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=775,english229,male,"['vermont,', 'usa']","english
(eng)","['french', '']","['25,', 'male', '']",0.0,naturalistic,usa,25.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=791,english231,male,"['florida,', 'usa']","english
(eng)","['spanish', '']","['22,', 'male', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=798,english232,female,"['louisiana,', 'usa']","english
(eng)","['italian', 'spanish', '']","['32,', 'female', '']",0.0,naturalistic,usa,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=794,english234,male,"['indiana,', 'usa']","english
(eng)","['portuguese', 'spanish', 'american', 'sign', 'language', '']","['49,', 'male', '']",0.0,naturalistic,usa,49.0,49.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=795,english235,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['52,', 'female', '']",0.0,naturalistic,usa,52.0,52.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=799,english236,male,"['illinois,', 'usa']","english
(eng)","['german', 'french', '']","['44,', 'male', '']",0.0,naturalistic,usa,34.0,44.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=801,english237,female,"['ohio,', 'usa']","english
(eng)","['spanish', '']","['22,', 'female', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=803,english239,male,"['kobbe,', 'panama']","english
(eng)","['japanese', 'punjabi', '']","['19,', 'male', '']",0.0,naturalistic,usa,18.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=818,english242,female,"['mississippi,', 'usa']","english
(eng)",['none'],"['77,', 'female', '']",0.0,naturalistic,usa,77.0,77.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=821,english244,male,"['california,', 'usa']","english
(eng)","['spanish', '']","['23,', 'male', '']",0.0,naturalistic,usa,13.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=824,english245,male,"['pennsylvania,', 'usa']","english
(eng)","['japanese', 'spanish', '']","['25,', 'male', '']",0.0,naturalistic,usa,22.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=825,english246,male,"['california,', 'usa']","english
(eng)",['none'],"['32,', 'male', '']",0.0,naturalistic,usa,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=840,english248,female,"['pennsylvania,', 'usa']","english
(eng)","['french', '']","['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=850,english249,female,"['massachusetts,', 'usa']","english
(eng)","['spanish', '']","['29,', 'female', '']",0.0,naturalistic,usa,29.0,29.0
