href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=135,english72,male,"['kilkenny,', 'ireland']","english
(eng)","['irish', '']","['31,', 'male', '']",0.0,naturalistic,ireland,31.0,31.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=136,english73,male,"['darwin,', 'australia']","english
(eng)",['none'],"['24,', 'male', '']",0.0,naturalistic,australia,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=140,english77,male,"['melbourne,', 'australia']","english
(eng)","['japanese', '']","['26,', 'male', '']",0.0,naturalistic,australia,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=148,english84,male,"['sydney,', 'australia']","english
(eng)","['tok', 'pisin', '']","['45,', 'male', '']",0.0,naturalistic,australia,45.0,45.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=151,english87,female,"['tamworth,', 'australia']","english
(eng)","['esperanto', 'german', '']","['18,', 'female', '']",0.0,naturalistic,australia,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=156,english91,male,"['kingston,', 'jamaica']","english
(eng)","['patois', '']","['23,', 'male', '']",0.0,naturalistic,jamaica,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=427,english112,male,"['virgin', 'islands']","english
(eng)","['french', '']","['21,', 'male', '']",0.0,naturalistic,islands,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=439,english113,male,"['wales,', 'uk']","english
(eng)","['french', 'welsh', '']","['31,', 'male', '']",0.0,naturalistic,australia,31.0,31.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=485,english125,male,"['queensland,', 'australia']","english
(eng)",['none'],"['28,', 'male', '']",0.0,naturalistic,australia,28.0,28.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=492,english129,male,"['lancashire,', 'uk']","english
(eng)","['korean', 'indonesian', 'polish', 'french', '']","['25,', 'male', '']",0.0,naturalistic,australia,25.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=496,english130,male,"['south', 'africa']","english
(eng)","['afrikaans', '']","['32,', 'male', '']",0.0,naturalistic,south,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=496,english130,male,"['south', 'africa']","english
(eng)","['afrikaans', '']","['32,', 'male', '']",0.0,naturalistic,africa,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=525,english148,male,"['sydney,', 'australia']","english
(eng)",['none'],"['31,', 'male', '']",0.0,naturalistic,australia,31.0,31.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=529,english152,male,"['adelaide,', 'australia']","english
(eng)",['none'],"['18,', 'male', '']",0.0,naturalistic,australia,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=533,english153,male,"['brisbane,', 'australia']","english
(eng)",['none'],"['35,', 'male', '']",0.0,naturalistic,australia,35.0,35.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=536,english156,male,"['dublin,', 'ireland']","english
(eng)","['mandarin', 'french', 'irish', '']","['33,', 'male', '']",0.0,naturalistic,ireland,33.0,33.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=564,english172,male,"['kingston,', 'jamaica']","english
(eng)",['none'],"['49,', 'male', '']",0.0,naturalistic,jamaica,49.0,49.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=568,english174,female,"['sarawak,', 'malaysia']","english
(eng)","['malay', 'chinese', '']","['30,', 'female', '']",0.0,naturalistic,australia,12.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=568,english174,female,"['sarawak,', 'malaysia']","english
(eng)","['malay', 'chinese', '']","['30,', 'female', '']",0.0,naturalistic,singapore,12.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=738,english215,male,"['warwickshire,', 'uk']","english
(eng)","['spanish', 'italian', 'yiddish', '']","['20,', 'male', '']",0.0,naturalistic,ireland,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=754,english221,male,"['london,', 'uk']","english
(eng)","['yoruba', '']","['45,', 'male', '']",0.0,naturalistic,australia,45.0,45.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=771,english225,male,"['scotland,', 'uk']","english
(eng)","['italian', '']","['50,', 'male', '']",0.0,naturalistic,scotland,50.0,50.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=774,english228,female,"['scotland,', 'uk']","english
(eng)","['french', 'german', 'krio', '']","['59,', 'female', '']",0.0,naturalistic,scotland,59.0,59.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=776,english230,male,"['tasmania,', 'australia']","english
(eng)",['none'],"['35,', 'male', '']",0.0,naturalistic,australia,35.0,35.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=817,english241,female,"['new', 'zealand']","english
(eng)","['italian', 'portuguese', '']","['52,', 'female', '']",0.0,naturalistic,new zealand,29.0,52.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=817,english241,female,"['new', 'zealand']","english
(eng)","['italian', 'portuguese', '']","['52,', 'female', '']",0.0,naturalistic,new zealand,29.0,52.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=857,english253,male,"['dublin,', 'ireland']","english
(eng)","['gaelic', 'french', '']","['21,', 'male', '']",0.0,naturalistic,ireland,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=859,english255,female,"['new', 'zealand']","english
(eng)","['cantonese', 'japanese', '']","['24,', 'female', '']",0.0,naturalistic,new zealand,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=859,english255,female,"['new', 'zealand']","english
(eng)","['cantonese', 'japanese', '']","['24,', 'female', '']",0.0,naturalistic,new zealand,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=869,english258,male,"['kilkenny,', 'ireland']","english
(eng)","['irish', 'french', 'german', 'dutch', 'spanish', '']","['24,', 'male', '']",0.0,naturalistic,ireland,23.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=870,english259,male,"['singapore,', 'singapore']","english
(eng)","['mandarin', 'cantonese', 'hokkien', '']","['23,', 'male', '']",0.0,naturalistic,singapore,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=902,english269,female,"['adelaide,', 'australia']","english
(eng)","['french', '']","['22,', 'female', '']",0.0,naturalistic,australia,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=903,english270,male,"['south', 'africa']","english
(eng)","['afrikaans', 'french', '']","['29,', 'male', '']",0.0,naturalistic,south,29.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=903,english270,male,"['south', 'africa']","english
(eng)","['afrikaans', 'french', '']","['29,', 'male', '']",0.0,naturalistic,africa,29.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=904,english271,female,"['south', 'africa']","english
(eng)","['afrikaans', 'french', '']","['32,', 'female', '']",0.0,naturalistic,south,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=904,english271,female,"['south', 'africa']","english
(eng)","['afrikaans', 'french', '']","['32,', 'female', '']",0.0,naturalistic,africa,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=909,english274,female,"['sydney,', 'australia']","english
(eng)","['hokkien', 'mandarin', '']","['25,', 'female', '']",0.0,naturalistic,australia,25.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=922,english279,female,"['singapore,', 'singapore']","english
(eng)","['mandarin', 'hainanese', '']","['30,', 'female', '']",0.0,naturalistic,singapore,30.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=961,english285,male,"['melbourne,', 'australia']","english
(eng)",['none'],"['50,', 'male', '']",0.0,naturalistic,australia,50.0,50.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=981,english287,female,"['singapore,', 'singapore']","english
(eng)","['cantonese', 'mandarin', 'japanese', '']","['27,', 'female', '']",0.0,naturalistic,singapore,27.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1060,english294,female,"['naracoorte,', 'australia']","english
(eng)","['indonesian', 'french', '']","['19,', 'female', '']",0.0,naturalistic,australia,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1072,english298,male,"['wales,', 'australia']","english
(eng)",['none'],"['22,', 'male', '']",0.0,naturalistic,australia,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1076,english300,male,"['dublin,', 'ireland']","english
(eng)","['irish', '']","['18,', 'male', '']",0.0,naturalistic,ireland,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1085,english302,male,"['melbourne,', 'australia']","english
(eng)","['finnish', '']","['22,', 'male', '']",0.0,naturalistic,australia,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1088,english304,female,"['clare,', 'ireland']","english
(eng)","['irish', 'french', '']","['20,', 'female', '']",0.0,naturalistic,ireland,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1100,english307,male,"['va,', 'usa']","english
(eng)","['spanish', '']","['48,', 'male', '']",0.0,naturalistic,new zealand,48.0,48.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1100,english307,male,"['va,', 'usa']","english
(eng)","['spanish', '']","['48,', 'male', '']",0.0,naturalistic,new zealand,48.0,48.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1101,english308,male,"['wales,', 'uk']","english
(eng)","['welsh', '']","['34,', 'male', '']",0.0,naturalistic,new zealand,34.0,34.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1101,english308,male,"['wales,', 'uk']","english
(eng)","['welsh', '']","['34,', 'male', '']",0.0,naturalistic,new zealand,34.0,34.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1105,english309,female,"['new', 'zealand']","english
(eng)","['german', 'french', 'maori', 'japanese', '']","['44,', 'female', '']",0.0,naturalistic,new zealand,44.0,44.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1105,english309,female,"['new', 'zealand']","english
(eng)","['german', 'french', 'maori', 'japanese', '']","['44,', 'female', '']",0.0,naturalistic,new zealand,44.0,44.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1209,english331,female,"['perth,', 'australia']","english
(eng)",['none'],"['28,', 'female', '']",0.0,naturalistic,australia,28.0,28.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1219,english338,female,"['sydney,', 'australia']","english
(eng)","['french', '']","['53,', 'female', '']",0.0,naturalistic,australia,53.0,53.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1243,english352,male,"['singapore,', 'singapore']","english
(eng)","['mandarin', 'hokkien', 'cantonese', 'hainanese', '']","['25,', 'male', '']",0.0,naturalistic,singapore,25.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1250,english354,female,"['new', 'zealand']","english
(eng)","['maori', 'french', 'german', '']","['23,', 'female', '']",0.0,naturalistic,new zealand,22.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1250,english354,female,"['new', 'zealand']","english
(eng)","['maori', 'french', 'german', '']","['23,', 'female', '']",0.0,naturalistic,new zealand,22.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1250,english354,female,"['new', 'zealand']","english
(eng)","['maori', 'french', 'german', '']","['23,', 'female', '']",0.0,naturalistic,ireland,22.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1281,english362,male,"['cork,', 'ireland']","english
(eng)","['irish', '']","['21,', 'male', '']",0.0,naturalistic,ireland,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1288,english364,female,"['sydney,', 'australia']","english
(eng)","['french', 'tagalog', '']","['28,', 'female', '']",0.0,naturalistic,australia,24.0,28.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1295,english368,male,"['strattford-on-avon,', 'uk']","english
(eng)","['french', 'german', '']","['43,', 'male', '']",0.0,naturalistic,singapore,43.0,43.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1302,english370,male,"['pondicherry,', 'india']","english
(eng)","['french', 'tamil', '']","['22,', 'male', '']",0.0,naturalistic,ireland,16.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1349,english401,male,"['lucerne,', 'switzerland']","english
(eng)",['none'],"['26,', 'male', '']",0.0,naturalistic,australia,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1350,english402,female,"['canberra,', 'australia']","english
(eng)",['none'],"['26,', 'female', '']",0.0,naturalistic,australia,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1351,english403,female,"['sydney,', 'australia']","english
(eng)",['none'],"['29,', 'female', '']",0.0,naturalistic,australia,29.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1352,english404,male,"['windsor,', 'australia']","english
(eng)","['italian', 'japanese', '']","['29,', 'male', '']",0.0,naturalistic,australia,29.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1353,english405,female,"['geelong,', 'australia']","english
(eng)","['german', 'indonesian', '']","['32,', 'female', '']",0.0,naturalistic,australia,30.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1362,english409,female,"['maitland,', 'australia']","english
(eng)","['french', '']","['60,', 'female', '']",0.0,naturalistic,australia,60.0,60.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1363,english410,male,"['new', 'zealand']","english
(eng)",['none'],"['35,', 'male', '']",0.0,naturalistic,new zealand,35.0,35.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1363,english410,male,"['new', 'zealand']","english
(eng)",['none'],"['35,', 'male', '']",0.0,naturalistic,new zealand,35.0,35.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1363,english410,male,"['new', 'zealand']","english
(eng)",['none'],"['35,', 'male', '']",0.0,naturalistic,australia,35.0,35.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1377,english416,male,"['sydney,', 'australia']","english
(eng)","['portuguese', '']","['34,', 'male', '']",0.0,naturalistic,australia,20.0,34.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1387,english420,male,"['new', 'zealand']","english
(eng)",['none'],"['21,', 'male', '']",0.0,naturalistic,new zealand,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1387,english420,male,"['new', 'zealand']","english
(eng)",['none'],"['21,', 'male', '']",0.0,naturalistic,new zealand,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1419,english430,female,"['melbourne,', 'australia']","english
(eng)",['none'],"['23,', 'female', '']",0.0,naturalistic,australia,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1428,english432,female,"['dublin,', 'ireland']","english
(eng)","['french', 'spanish', '']","['22,', 'female', '']",0.0,naturalistic,ireland,21.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1502,english440,female,"['scotland,', 'uk']","english
(eng)","['spanish', '']","['22,', 'female', '']",0.0,naturalistic,scotland,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1547,english452,male,"['newcastle,', 'australia']","english
(eng)",['none'],"['24,', 'male', '']",0.0,naturalistic,australia,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1672,english484,male,"['dublin,', 'ireland']","english
(eng)","['irish', 'french', 'japanese', 'swedish', 'spanish', '']","['24,', 'male', '']",0.0,naturalistic,ireland,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1694,english489,female,"['kingston,', 'jamaica']","english
(eng)",['none'],"['46,', 'female', '']",0.0,naturalistic,jamaica,46.0,46.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1709,english490,male,"['new', 'zealand']","english
(eng)",['none'],"['18,', 'male', '']",0.0,naturalistic,new zealand,18.5,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1709,english490,male,"['new', 'zealand']","english
(eng)",['none'],"['18,', 'male', '']",0.0,naturalistic,new zealand,18.5,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1713,english491,female,"['westmoreland,', 'jamaica']","english
(eng)",['none'],"['79,', 'female', '']",0.0,naturalistic,jamaica,79.0,79.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1733,english500,male,"['wales,', 'australia']","english
(eng)","['indonesian', 'tongan', '']","['38,', 'male', '']",0.0,naturalistic,australia,38.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1878,english518,male,"['meath,', 'ireland']","english
(eng)","['irish', '']","['24,', 'male', '']",0.0,naturalistic,ireland,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1969,english543,female,"['columbia,', 'canada']","english
(eng)","['french', 'japanese', '']","['39,', 'female', '']",0.0,naturalistic,islands,36.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2003,english548,male,"['dublin,', 'ireland']","english
(eng)","['irish', '']","['61,', 'male', '']",0.0,naturalistic,ireland,61.0,61.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2104,english569,male,"['sydney,', 'australia']","english
(eng)","['russian', '']","['24,', 'male', '']",0.0,naturalistic,australia,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2172,english579,male,"['adelaide,', 'australia']","english
(eng)",['none'],"['22,', 'male', '']",0.0,naturalistic,australia,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2438,english604,female,"['queensland,', 'australia']","english
(eng)","['japanese', '']","['21,', 'female', '']",0.0,naturalistic,australia,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2439,english605,male,"['queensland,', 'australia']","english
(eng)","['french', 'spanish', 'japanese', 'german', '']","['25,', 'male', '']",0.0,naturalistic,australia,21.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2440,english606,female,"['southport,', 'australia']","english
(eng)","['japanese', 'maori', '']","['19,', 'female', '']",0.0,naturalistic,australia,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2441,english607,female,"['wales,', 'australia']","english
(eng)","['spanish', '']","['25,', 'female', '']",0.0,naturalistic,australia,25.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2442,english608,male,"['queensland,', 'australia']","english
(eng)","['russian', 'japanese', '']","['18,', 'male', '']",0.0,naturalistic,australia,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2443,english609,female,"['wales,', 'australia']","english
(eng)","['korean', 'mandarin', 'russian', '']","['20,', 'female', '']",0.0,naturalistic,australia,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2444,english610,female,"['queensland,', 'australia']","english
(eng)","['japanese', '']","['20,', 'female', '']",0.0,naturalistic,australia,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2570,english613,male,"['melbourne,', 'australia']","english
(eng)","['arabic', '']","['24,', 'male', '']",0.0,naturalistic,australia,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2613,english615,male,"['dublin,', 'ireland']","english
(eng)","['french', 'danish', '']","['20,', 'male', '']",0.0,naturalistic,ireland,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2630,english617,female,"['kingston,', 'jamaica']","english
(eng)",['none'],"['34,', 'female', '']",0.0,naturalistic,jamaica,34.0,34.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2847,english627,female,"['sydney,', 'australia']","english
(eng)",['none'],"['18,', 'female', '']",0.0,naturalistic,australia,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3033,english655,male,"['singapore,', 'singapore']","english
(eng)","['mandarin', 'cantonese', '']","['30,', 'male', '']",1.0,naturalistic,singapore,30.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3037,english659,male,"['melbourne,', 'australia']","english
(eng)","['german', '']","['38,', 'male', '']",0.0,naturalistic,australia,38.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1223,dutch15,male,"['nunspeet,', 'netherlands']","dutch
(nld)","['afrikaans', 'low', 'saxon', '']","['23,', 'male', '']",10.0,naturalistic,south,9.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1223,dutch15,male,"['nunspeet,', 'netherlands']","dutch
(nld)","['afrikaans', 'low', 'saxon', '']","['23,', 'male', '']",10.0,naturalistic,africa,9.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2115,dutch47,female,"['gouda,', 'netherlands']","dutch
(nld)","['german', 'french', 'italian', 'spanish', '']","['37,', 'female', '']",11.0,academic,australia,2.5,37.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2115,dutch47,female,"['gouda,', 'netherlands']","dutch
(nld)","['german', 'french', 'italian', 'spanish', '']","['37,', 'female', '']",11.0,academic,south,2.5,37.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2115,dutch47,female,"['gouda,', 'netherlands']","dutch
(nld)","['german', 'french', 'italian', 'spanish', '']","['37,', 'female', '']",11.0,academic,africa,2.5,37.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=500,french10,male,"['bordeaux,', 'france']","french
(fra)","['spanish', 'german', '']","['31,', 'male', '']",10.0,academic,ireland,1.0,31.0
